series_id,sender_celltype,receiver_celltype,ligand,receptor,pair,pathway,ipf_interaction_score,control_interaction_score,ipf_minus_control_interaction_score,interaction_log2_ratio
GSE135893,Epithelial,Immune,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.009649691795395484,0.0064489448879648725,0.0032007469074306115,0.25651163830875456
GSE135893,Endothelial,Immune,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.10992124478733711,0.10673362543121968,0.00318761935611743,0.0388670706556144
GSE135893,Endothelial,Epithelial,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.0033526408725837505,0.00021006355082064983,0.0031425773217631007,0.38713325892724026
GSE136831,Myeloid,Myeloid,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.005411466118148795,0.0022730994468226954,0.0031383666713260994,0.3285044813182259
GSE136831,Myeloid,Epithelial,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.0044355134458486925,0.0013933310912231844,0.003042182354625508,0.3414328102312699
GSE136831,Epithelial,Endothelial,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.054188856333160895,0.05119507137690045,0.002993784956260445,0.0689073928105775
GSE135893,Immune,Immune,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.016082351096669417,0.01309237851022188,0.002989972586447537,0.17565714376005181
GSE136831,Endothelial,Endothelial,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.010729311606359525,0.0077436765651857685,0.0029856350411737566,0.22436723404908884
GSE136831,Endothelial,Stromal,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.22482149942220975,0.22184141304932836,0.0029800863728813853,0.018426209416724498
GSE135893,Immune,Epithelial,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.011837181597870707,0.008944753621927962,0.0028924279759427445,0.20498829014172176
GSE135893,Mesenchymal,Immune,IL1B,IL1R1,IL1B-IL1R1,inflammatory cytokine signaling,0.004373865984969745,0.0014980258321527857,0.002875840152816959,0.32206196312548674
GSE136831,Myeloid,Myeloid,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.004767955803816694,0.0019274953126032683,0.0028404604912134254,0.30817902118106744
GSE135893,Mesenchymal,Epithelial,WNT5A,FZD2,WNT5A-FZD2,Wnt/TNIK bridge,0.005450794724822578,0.0027159674934034497,0.0027348272314191282,0.28103981274504475
GSE136831,Epithelial,Myeloid,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.00462721511457897,0.0019638052006841506,0.0026634099138948195,0.2899787946911506
GSE136831,Epithelial,Epithelial,WNT7B,FZD1,WNT7B-FZD1,Wnt/TNIK bridge,0.005492468216828542,0.002868100181286115,0.0026243680355424264,0.2677679357105612
GSE136831,Endothelial,Stromal,CCL2,CCR2,CCL2-CCR2,monocyte recruitment,0.0026193802902752246,0.0,0.0026193802902752246,0.33564106451231435
GSE135893,Immune,Epithelial,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.005716906319791547,0.003101129464813707,0.0026157768549778405,0.2626260750459009
GSE135893,Epithelial,Immune,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.004742339276565617,0.002128128623460988,0.0026142106531046286,0.28160850670666765
GSE135893,Epithelial,Immune,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.011122171049891794,0.008584565789829593,0.002537605260062201,0.18465314880524633
GSE136831,Endothelial,Stromal,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.00902654539309745,0.006496630747048273,0.002529914646049178,0.20584223833160276
GSE136831,Myeloid,Lymphoid,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.003554561136036569,0.0010779134359019382,0.002476647700134631,0.2910922326777753
GSE135893,Epithelial,Immune,WNT7B,FZD1,WNT7B-FZD1,Wnt/TNIK bridge,0.008642068354187326,0.006175499566600302,0.002466568787587024,0.2047516678602294
GSE135893,Epithelial,Mesenchymal,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.08197214107549435,0.07951209086465554,0.00246005021083881,0.03911435830475759
GSE136831,Epithelial,Lymphoid,CCL2,CCR2,CCL2-CCR2,monocyte recruitment,0.01186237650660317,0.009425513274973344,0.0024368632316298256,0.1704975157893693
GSE135893,Mesenchymal,Mesenchymal,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.010029205047817296,0.007673326100387207,0.0023558789474300897,0.18053158317249282
GSE136831,Lymphoid,Lymphoid,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.002835359680185466,0.0004856537260476788,0.002349705954137787,0.2917069157689127
GSE135893,Endothelial,Epithelial,IL1B,IL1R1,IL1B-IL1R1,inflammatory cytokine signaling,0.010405858707116317,0.008118487359706258,0.002287371347410059,0.17152090694863745
GSE136831,Endothelial,Lymphoid,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.0028769432304845957,0.0006076175226483321,0.0022693257078362635,0.27968950013068417
GSE136831,Stromal,Endothelial,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.004309563442901043,0.0021925146488261742,0.0021170487940748686,0.23098395318503898
GSE135893,Endothelial,Mesenchymal,IL1B,IL1R1,IL1B-IL1R1,inflammatory cytokine signaling,0.023972104134181868,0.021916222218314466,0.0020558819158674017,0.09006068110398353
GSE135893,Immune,Immune,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.011314951662489211,0.009324228113987644,0.001990723548501567,0.14145499523643223
GSE136831,Epithelial,Myeloid,WNT7B,FZD1,WNT7B-FZD1,Wnt/TNIK bridge,0.006671428835255799,0.0047116227651796605,0.001959806070076138,0.18042136489541585
GSE135893,Immune,Epithelial,COL14A1,ITGB1,COL14A1-ITGB1,collagen-integrin matrix remodeling,0.006014014120422092,0.00418381144250414,0.0018302026779179522,0.17508972091467478
GSE136831,Stromal,Epithelial,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.0029229339246849995,0.001117449507643899,0.0018054844170411004,0.21710779334822736
GSE136831,Stromal,Stromal,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.0036256258993095456,0.001839430916440421,0.0017861949828691247,0.20272276536392192
GSE136831,Lymphoid,Lymphoid,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.0026640221104914505,0.0008889358308337536,0.001775086279657697,0.21787271221080723
GSE136831,Epithelial,Lymphoid,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.0023094432082099666,0.0006772506090934518,0.0016321925991165148,0.20522530499438485
GSE135893,Endothelial,Mesenchymal,MIF,CD74,MIF-CD74,MIF inflammatory signaling,3.288178592464958,3.2866107528699384,0.0015678395950193824,0.0006859701903467497
GSE135893,Mesenchymal,Epithelial,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.004902332338358609,0.003343931153887756,0.0015584011844708531,0.15935439153892936
GSE136831,Lymphoid,Myeloid,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.002044613003333812,0.0005708551195158664,0.001473757883817946,0.1882959532222084
GSE135893,Immune,Epithelial,WNT5A,FZD5,WNT5A-FZD5,Wnt/TNIK bridge,0.0028656073565229657,0.001453835019794854,0.0014117723367281117,0.1676888368316277
GSE136831,Myeloid,Myeloid,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.0020452965702414164,0.0006498765334622248,0.0013954200367791918,0.17763320992374385
GSE135893,Immune,Immune,COL14A1,ITGB1,COL14A1-ITGB1,collagen-integrin matrix remodeling,0.005748689289547115,0.004361306518290872,0.0013873827712562433,0.13304475879660785
GSE135893,Immune,Endothelial,COL14A1,ITGB1,COL14A1-ITGB1,collagen-integrin matrix remodeling,0.010173248493226188,0.008822036343238394,0.001351212149987794,0.100020698784123
GSE136831,Endothelial,Lymphoid,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.0029194372647187543,0.001585424160964316,0.0013340131037544382,0.15723236700858717
GSE136831,Lymphoid,Epithelial,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.0015592261074660668,0.00028786591140454395,0.001271360196061523,0.16810106804845779
GSE136831,Endothelial,Myeloid,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.005849403089605452,0.004597211387907976,0.0012521917016974759,0.11873572066290476
GSE135893,Endothelial,Epithelial,WNT5A,FZD5,WNT5A-FZD5,Wnt/TNIK bridge,0.006500924541209614,0.005334439807745555,0.0011664847334640592,0.10577139690004077
GSE135893,Immune,Endothelial,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.02002366263917769,0.018861017667357188,0.0011626449718205034,0.05697781304228055
GSE135893,Immune,Endothelial,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.003110185846650365,0.0019695442887840285,0.0011406415578663364,0.131319910750782
GSE135893,Endothelial,Mesenchymal,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.11710409031944843,0.1159665430091501,0.0011375473102983313,0.012969856635214572
GSE136831,Epithelial,Stromal,CCL2,CCR2,CCL2-CCR2,monocyte recruitment,0.001119558203983187,0.0,0.001119558203983187,0.15309946885419728
GSE136831,Lymphoid,Endothelial,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.0014417708472276307,0.0003376406638902453,0.0011041301833373855,0.1464033956299528
GSE136831,Stromal,Myeloid,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.0023494865880132002,0.0013016366614605553,0.001047849926552645,0.12791935154327874
GSE136831,Lymphoid,Myeloid,CCL2,CCR2,CCL2-CCR2,monocyte recruitment,0.002085010571346782,0.0010555592081714117,0.0010294513631753702,0.12844673423749198
GSE135893,Epithelial,Mesenchymal,COL14A1,ITGB1,COL14A1-ITGB1,collagen-integrin matrix remodeling,0.016983924163896994,0.016013204335029303,0.0009707198288676916,0.05285604591438306
GSE135893,Epithelial,Epithelial,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.0011724766211505934,0.0002196547307223735,0.0009528218904282199,0.12860256994461064
GSE135893,Epithelial,Epithelial,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.0185357830533331,0.017654883328742543,0.0008808997245905552,0.04523789711807041
GSE136831,Lymphoid,Stromal,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.001014239445574139,0.00014694740528122468,0.0008672920402929142,0.11832410346405897
GSE135893,Mesenchymal,Endothelial,WNT5A,FZD5,WNT5A-FZD5,Wnt/TNIK bridge,0.002500768138415487,0.001634227881005625,0.0008665402574098619,0.10364127952746123
GSE136831,Endothelial,Epithelial,WNT5A,FZD5,WNT5A-FZD5,Wnt/TNIK bridge,0.0014107223119683681,0.0005852676235630379,0.0008254546884053302,0.10833237383491325
GSE136831,Myeloid,Lymphoid,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.0013375628899752914,0.000525988798407257,0.0008115740915680344,0.10715478882015358
GSE135893,Epithelial,Epithelial,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.04582009226959041,0.04500854103562613,0.0008115512339642791,0.021128869552028594
GSE136831,Lymphoid,Myeloid,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.0008687634688868154,6.394917237232261e-05,0.0008048142965144928,0.11099127429572644
GSE135893,Endothelial,Immune,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.0008383641015257524,3.4927534425590844e-05,0.0008034365671001616,0.1111168200642302
GSE136831,Endothelial,Myeloid,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.000881504804548377,8.000893560212714e-05,0.0008014958689462499,0.11038116310655986
GSE135893,Endothelial,Endothelial,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.0010353923551860056,0.00026896995651292017,0.0007664223986730854,0.10384644712456825
GSE136831,Myeloid,Lymphoid,CCL2,CCR2,CCL2-CCR2,monocyte recruitment,0.005909022955501585,0.005143422518602747,0.0007656004368988382,0.07115393474411277
GSE135893,Endothelial,Epithelial,WNT5A,FZD2,WNT5A-FZD2,Wnt/TNIK bridge,0.001600342590296182,0.0008728027011320253,0.0007275398891641567,0.09344353847176534
GSE136831,Stromal,Lymphoid,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.0011726288294598133,0.0004488908683434687,0.0007237379611163446,0.09661886941608262
GSE135893,Endothelial,Immune,IL1B,IL1R1,IL1B-IL1R1,inflammatory cytokine signaling,0.001814935346190452,0.0011407812467622296,0.0006741540994282223,0.08476132945546443
GSE135893,Epithelial,Mesenchymal,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.001128661311292019,0.00046680119465683354,0.0006618601166351855,0.08845945724811734
GSE136831,Lymphoid,Stromal,WNT7B,FZD1,WNT7B-FZD1,Wnt/TNIK bridge,0.0007471685961796668,0.00011090501581625602,0.0006362635803634108,0.0880444864659713
GSE135893,Endothelial,Epithelial,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.0008663558635166584,0.00025074366847441926,0.0006156121950422392,0.08413962205987348
GSE135893,Epithelial,Immune,IL1B,IL1R1,IL1B-IL1R1,inflammatory cytokine signaling,0.0006609503721369714,6.941592052735462e-05,0.0005915344516096168,0.08235605129584458
GSE135893,Mesenchymal,Epithelial,CCL2,CCR2,CCL2-CCR2,monocyte recruitment,0.0007700524392373787,0.00018332556104459343,0.0005867268781927853,0.08081649615622434
GSE135893,Endothelial,Mesenchymal,WNT7B,FZD1,WNT7B-FZD1,Wnt/TNIK bridge,0.0007996640825473356,0.000215409687000422,0.0005842543955469136,0.0802393746392465
GSE136831,Myeloid,Endothelial,WNT5A,FZD5,WNT5A-FZD5,Wnt/TNIK bridge,0.0020686334377171245,0.0014983310039211294,0.0005703024337959952,0.06983785777755247
GSE135893,Immune,Immune,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.001139166942668818,0.000579389406520902,0.000559777536147916,0.07438497869337778
GSE135893,Mesenchymal,Immune,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.0036161911719041714,0.0030577226373837947,0.0005584685345203766,0.060419895553252785
GSE136831,Myeloid,Stromal,CCL2,CCR2,CCL2-CCR2,monocyte recruitment,0.0005576871652720073,0.0,0.0005576871652720073,0.07829382327146951
GSE136831,Myeloid,Stromal,WNT5A,FZD2,WNT5A-FZD2,Wnt/TNIK bridge,0.0007663904989358968,0.00028785226224013933,0.0004785382366957574,0.06559282799242783
GSE135893,Immune,Epithelial,WNT5A,FZD2,WNT5A-FZD2,Wnt/TNIK bridge,0.000705430969185878,0.00023787148754304688,0.0004675594816428311,0.06442707365039872
GSE136831,Epithelial,Stromal,WNT5A,FZD2,WNT5A-FZD2,Wnt/TNIK bridge,0.0010742065434386637,0.0006270194888192879,0.0004471870546193758,0.05946630715941308
GSE135893,Epithelial,Epithelial,COL14A1,ITGB1,COL14A1-ITGB1,collagen-integrin matrix remodeling,0.009493529900271587,0.009064419720163714,0.00042911018010787297,0.032112739143302836
GSE136831,Endothelial,Endothelial,WNT5A,FZD5,WNT5A-FZD5,Wnt/TNIK bridge,0.0005972356150959079,0.0001729032073577364,0.0004243324077381715,0.05895651041771356
GSE136831,Epithelial,Epithelial,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.0017992158066298348,0.0013801077391851066,0.00041910806744472826,0.05217676294980449
GSE136831,Myeloid,Myeloid,WNT5A,FZD5,WNT5A-FZD5,Wnt/TNIK bridge,0.0012221839487536554,0.000810516415591347,0.00041166753316230847,0.053918024201961894
GSE135893,Endothelial,Mesenchymal,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.0005650514603867526,0.0001663890784890082,0.00039866238189774437,0.05549244396288255
GSE136831,Epithelial,Lymphoid,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.0074424976266283345,0.007098749928410636,0.0003437476982176982,0.028715782284720357
GSE136831,Myeloid,Myeloid,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.000409833639192188,6.926035265701694e-05,0.00034057328653517107,0.04798930027299366
GSE136831,Myeloid,Epithelial,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.0004908263643864977,0.00015095259959573684,0.00033987376479076086,0.04751320262647325
GSE135893,Immune,Epithelial,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.0006423231646156099,0.00034788083226556084,0.000294442332350049,0.0404777732129594
GSE136831,Endothelial,Myeloid,WNT5A,FZD5,WNT5A-FZD5,Wnt/TNIK bridge,0.0003528569968393064,9.35313275271562e-05,0.00025932566931215017,0.03659794720499498
GSE136831,Stromal,Stromal,WNT5A,FZD2,WNT5A-FZD2,Wnt/TNIK bridge,0.0009115769941329619,0.0006537023726405716,0.00025787462149239027,0.03450473933113217
GSE135893,Immune,Mesenchymal,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.0012476526691718934,0.0009979451644330135,0.00024970750473887987,0.0323899508863858
GSE135893,Immune,Endothelial,CCL2,CCR2,CCL2-CCR2,monocyte recruitment,0.0005917584780611902,0.0003636590263847827,0.00022809945167640748,0.031408674661390606
GSE136831,Myeloid,Endothelial,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.00042778551730216814,0.00020025457128186767,0.00022753094602030047,0.031827655900250364
GSE136831,Endothelial,Stromal,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.0005472151539898703,0.000320045699172289,0.00022716945481758132,0.03141276626815729
GSE136831,Endothelial,Epithelial,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.0008412531756927219,0.000626960691868078,0.0002142924838246439,0.028802486704295496
GSE135893,Endothelial,Endothelial,WNT5A,FZD5,WNT5A-FZD5,Wnt/TNIK bridge,0.0007342205976197844,0.0005251751032629513,0.00020904549435683318,0.028373207122797874
GSE135893,Mesenchymal,Immune,WNT5A,FZD5,WNT5A-FZD5,Wnt/TNIK bridge,0.0012324105398724158,0.0010250830788591059,0.00020732746101330998,0.026878044448021707
GSE136831,Epithelial,Lymphoid,WNT7B,FZD1,WNT7B-FZD1,Wnt/TNIK bridge,0.00047315970140798916,0.0002690256500879845,0.00020413405132000464,0.028397460258845673
GSE136831,Lymphoid,Epithelial,WNT5A,FZD5,WNT5A-FZD5,Wnt/TNIK bridge,0.0002192402130807258,2.180906703800482e-05,0.00019743114604272097,0.02814498052279151
GSE136831,Endothelial,Stromal,WNT5A,FZD2,WNT5A-FZD2,Wnt/TNIK bridge,0.00022126476962528455,3.321734600448821e-05,0.00018804742362079634,0.02678941671388126
GSE136831,Myeloid,Stromal,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.0003862707899003861,0.00020511337235381877,0.00018115741754656735,0.02538553495268759
GSE135893,Immune,Endothelial,WNT5A,FZD5,WNT5A-FZD5,Wnt/TNIK bridge,0.0003236444189611309,0.00014312992257208278,0.00018051449638904814,0.02544945457694437
GSE135893,Endothelial,Epithelial,WNT7B,FZD1,WNT7B-FZD1,Wnt/TNIK bridge,0.00023789641574075262,6.43494456507159e-05,0.0001735469700900367,0.024665394507729504
GSE136831,Epithelial,Endothelial,WNT5A,FZD2,WNT5A-FZD2,Wnt/TNIK bridge,0.00017322744561894406,0.0,0.00017322744561894406,0.024777445283975106
GSE135893,Epithelial,Endothelial,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.0008929920932008796,0.0007210103821223441,0.00017198171107853555,0.022959412403242584
GSE136831,Stromal,Stromal,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.0012502282675192922,0.0010837107408097999,0.00016651752670949235,0.02151330864867951
GSE136831,Endothelial,Stromal,WNT7B,FZD1,WNT7B-FZD1,Wnt/TNIK bridge,0.00040312174822130267,0.00024154678512831518,0.0001615749630929875,0.022582891778187505
GSE136831,Endothelial,Epithelial,WNT5A,FZD2,WNT5A-FZD2,Wnt/TNIK bridge,0.00022904486235975175,7.669013964913043e-05,0.00015235472271062133,0.021649600730545247
GSE136831,Lymphoid,Lymphoid,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.00019801813204289948,4.681752704227819e-05,0.00015120060500062129,0.02155022868107217
GSE136831,Myeloid,Stromal,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.0004443724100975878,0.0002936404932497683,0.00015073191684781948,0.020972502959628884
GSE135893,Immune,Epithelial,CCL2,CCR2,CCL2-CCR2,monocyte recruitment,0.0001678079352615307,1.730188309145963e-05,0.00015050605217007106,0.021514706744845336
GSE136831,Lymphoid,Epithelial,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.00018544881277885502,3.790950035375931e-05,0.0001475393124250957,0.021050708544755353
GSE136831,Stromal,Endothelial,WNT5A,FZD2,WNT5A-FZD2,Wnt/TNIK bridge,0.00014700166848095975,0.0,0.00014700166848095975,0.021053489277787822
GSE136831,Lymphoid,Myeloid,WNT7B,FZD1,WNT7B-FZD1,Wnt/TNIK bridge,0.00017750276080544345,3.107399590722026e-05,0.0001464287648982232,0.02090753373881127
GSE136831,Lymphoid,Myeloid,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.00019418851794392392,5.0297561594181027e-05,0.0001438909563497429,0.020508721653304474
GSE135893,Immune,Mesenchymal,MIF,CXCR4,MIF-CXCR4,MIF inflammatory signaling,0.08887770870711814,0.08873646104319459,0.00014124766392355215,0.0020623757824620365
GSE136831,Lymphoid,Stromal,CCL2,CCR2,CCL2-CCR2,monocyte recruitment,0.0001408493832301878,0.0,0.0001408493832301878,0.020178495502362535
GSE136831,Myeloid,Epithelial,WNT5A,FZD2,WNT5A-FZD2,Wnt/TNIK bridge,0.0007933382555201627,0.0006645753753635721,0.00012876288015659066,0.01731461889690713
GSE136831,Lymphoid,Epithelial,WNT7B,FZD1,WNT7B-FZD1,Wnt/TNIK bridge,0.00014613485299747427,1.8915634323153215e-05,0.00012721921867432106,0.018203869227949785
GSE136831,Myeloid,Endothelial,WNT5A,FZD2,WNT5A-FZD2,Wnt/TNIK bridge,0.00012358877283721734,0.0,0.00012358877283721734,0.017720810483213233
GSE136831,Lymphoid,Endothelial,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.00016163010397136237,5.029095730171368e-05,0.00011133914666964869,0.015894586074410653
GSE135893,Mesenchymal,Immune,WNT5A,FZD2,WNT5A-FZD2,Wnt/TNIK bridge,0.0012616864508992172,0.0011511698110904767,0.00011051663980874045,0.014227825189169947
GSE136831,Myeloid,Epithelial,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.0006831493946378253,0.0005752336222123453,0.00010791577242548001,0.01464748160450083
GSE136831,Myeloid,Stromal,WNT7B,FZD1,WNT7B-FZD1,Wnt/TNIK bridge,0.00032735968935386847,0.00022161809176442614,0.00010574159758944233,0.014847865097425833
GSE135893,Immune,Endothelial,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.00022769168549846943,0.00012206762185014136,0.00010562406364832807,0.01497655858990613
GSE136831,Stromal,Stromal,WNT7B,FZD1,WNT7B-FZD1,Wnt/TNIK bridge,0.0009210165347273937,0.0008179045871530867,0.00010311194757430702,0.013686071189276708
GSE135893,Immune,Immune,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.00016061985260507254,5.784258952821686e-05,0.00010277726307685568,0.014667537194753916
GSE136831,Endothelial,Myeloid,WNT5A,FZD2,WNT5A-FZD2,Wnt/TNIK bridge,0.00014467528194731468,4.695864406171189e-05,9.771663788560279e-05,0.013963843638161501
GSE135893,Endothelial,Immune,WNT7B,FZD1,WNT7B-FZD1,Wnt/TNIK bridge,0.00013446545225354715,3.944185377519729e-05,9.502359847834985e-05,0.01359093070686964
GSE136831,Lymphoid,Stromal,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.0001459446040306219,5.15111729286672e-05,9.44334311019547e-05,0.013490772006773033
GSE136831,Myeloid,Myeloid,WNT5A,FZD2,WNT5A-FZD2,Wnt/TNIK bridge,0.0005011089732137082,0.0004069305212724359,9.417845194127227e-05,0.012997077468588667
GSE135893,Mesenchymal,Endothelial,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.00025446382011798586,0.00016306771275666955,9.13961073613163e-05,0.012916114893604298
GSE136831,Lymphoid,Endothelial,WNT5A,FZD5,WNT5A-FZD5,Wnt/TNIK bridge,9.281632707029953e-05,6.442962994252783e-06,8.637336407604674e-05,0.012399580431644902
GSE135893,Epithelial,Epithelial,CCL2,CCR2,CCL2-CCR2,monocyte recruitment,0.00013536553212019882,4.9796372003110224e-05,8.55691601170886e-05,0.012231850609121695
GSE135893,Immune,Mesenchymal,WNT7B,FZD1,WNT7B-FZD1,Wnt/TNIK bridge,0.00017585301057692317,9.776016829731593e-05,7.809284227960724e-05,0.011114418778145178
GSE135893,Endothelial,Epithelial,CCL2,CCR2,CCL2-CCR2,monocyte recruitment,0.0002668021266629754,0.00018893120118516392,7.78709254778115e-05,0.010984161643792838
GSE135893,Immune,Epithelial,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.0001905191069043119,0.00011379591870210365,7.672318820220824e-05,0.010902972084355912
GSE135893,Immune,Immune,WNT5A,FZD5,WNT5A-FZD5,Wnt/TNIK bridge,0.00015949611120337826,8.977943860361235e-05,6.97166725997659e-05,0.009934211720058367
GSE135893,Mesenchymal,Mesenchymal,WNT7B,FZD1,WNT7B-FZD1,Wnt/TNIK bridge,0.00019652992050495072,0.0001305958681043308,6.593405240061992e-05,0.009359224222741032
GSE136831,Endothelial,Lymphoid,WNT5A,FZD5,WNT5A-FZD5,Wnt/TNIK bridge,0.00014477525677342794,8.152589583452428e-05,6.324936093890366e-05,0.009022889169102807
GSE135893,Immune,Immune,WNT5A,FZD2,WNT5A-FZD2,Wnt/TNIK bridge,0.00016328494115057612,0.00010082244211089429,6.246249903968184e-05,0.008894013568417805
GSE135893,Mesenchymal,Epithelial,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.00021292046585804747,0.00015201770873014245,6.0902757127905016e-05,0.008628984470338738
GSE136831,Lymphoid,Endothelial,WNT7B,FZD1,WNT7B-FZD1,Wnt/TNIK bridge,7.529584743870848e-05,1.978835074374868e-05,5.55074966949598e-05,0.007970167539069477
GSE136831,Lymphoid,Myeloid,WNT5A,FZD5,WNT5A-FZD5,Wnt/TNIK bridge,5.483747050554137e-05,3.485296144992769e-06,5.13521743605486e-05,0.007387027321449385
GSE135893,Immune,Mesenchymal,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.00012425967679249316,7.551296574647028e-05,4.874671104602288e-05,0.006963125382720282
GSE136831,Endothelial,Stromal,WNT5A,FZD5,WNT5A-FZD5,Wnt/TNIK bridge,0.00025686701273817226,0.00020986996220905262,4.6997050529119636e-05,0.0066256317251155595
GSE136831,Endothelial,Endothelial,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.0007778822443029331,0.0007353681552726006,4.2514089030332484e-05,0.0057020621353361485
